Transaction Hash,Status,Method,BlockNo,DateTime (UTC),From,From_Nametag,To,To_Nametag,Type,Item,Quantity
"0x2c69ebcb70bbc6fbf80d85c023da40fd4890bfc589ea635ff782fff0bff39fa3","Success","Trade","84958044","2026-04-01 09:35:25","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","10878"
"0x2c69ebcb70bbc6fbf80d85c023da40fd4890bfc589ea635ff782fff0bff39fa3","Success","Trade","84958044","2026-04-01 09:35:25","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","10759122"
"0x398725c2351d670f2e7a22008e830b813a1f75e8492c9ad948fbb25e1192ae33","Success","Trade","84958043","2026-04-01 09:35:23","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","10767"
"0x398725c2351d670f2e7a22008e830b813a1f75e8492c9ad948fbb25e1192ae33","Success","Trade","84958043","2026-04-01 09:35:23","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","10649233"
"0xca240c6325e8205ac7ae86d32361d248181e5bd383d46bcc471dafbe3db5e8e8","Success","Trade","84958042","2026-04-01 09:35:21","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","17472334"
"0xca240c6325e8205ac7ae86d32361d248181e5bd383d46bcc471dafbe3db5e8e8","Success","Trade","84958042","2026-04-01 09:35:21","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","17666"
"0xf01aca4f3dd62d8d9e6b35851536818ca399208d6a4377dfceccaa6ebc31169f","Success","Trade","84958042","2026-04-01 09:35:21","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","8491415"
"0xf01aca4f3dd62d8d9e6b35851536818ca399208d6a4377dfceccaa6ebc31169f","Success","Trade","84958042","2026-04-01 09:35:21","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","8585"
"0x77cf278b6d962997f21b496ab318aa97e14b1fbf9377ac21d1d4fac88ed0c147","Success","Trade","84958042","2026-04-01 09:35:21","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","10819061"
"0x77cf278b6d962997f21b496ab318aa97e14b1fbf9377ac21d1d4fac88ed0c147","Success","Trade","84958042","2026-04-01 09:35:21","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","10939"
"0x65243b333f71faafad36984b02fc64c13c83e116b7b37f450be546db65646698","Success","Trade","84958042","2026-04-01 09:35:21","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","6565"
"0x65243b333f71faafad36984b02fc64c13c83e116b7b37f450be546db65646698","Success","Trade","84958042","2026-04-01 09:35:21","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","6493435"
"0x2e74dd8662726bf2e32d794d4bf71bfff4499663cc70f26596a926f5af97c227","Success","Trade","84958041","2026-04-01 09:35:19","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","13156697"
"0x2e74dd8662726bf2e32d794d4bf71bfff4499663cc70f26596a926f5af97c227","Success","Trade","84958041","2026-04-01 09:35:19","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","13303"
"0x7eb1522c3da9468b7353e959c43456ece1feb506b57932fb54edf2238542f99e","Success","Trade","84958041","2026-04-01 09:35:19","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","3353"
"0x7eb1522c3da9468b7353e959c43456ece1feb506b57932fb54edf2238542f99e","Success","Trade","84958041","2026-04-01 09:35:19","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","3316647"
"0xa55f90348e51f7d1cbe7aed5688b3f79ea6e0b726a7df5b6c7737988383395e5","Success","Trade","84958041","2026-04-01 09:35:19","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","64898"
"0xa55f90348e51f7d1cbe7aed5688b3f79ea6e0b726a7df5b6c7737988383395e5","Success","Trade","84958041","2026-04-01 09:35:19","0x4bFb41d5B3570DeFd03C39a9A4D8dE6Bd8B8982E","Polymarket: CTF Exchange","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","64185102"
"0xea2a9c09a09bbb9c22b6309a9a37218ccfa836ac7356310f7315d5d9b7f6935d","Success","Trade","84958041","2026-04-01 09:35:19","0xE3f18aCc55091e2c48d883fc8C8413319d4Ab7b0","Polymarket: Fee Module","0x751a2b86caB503496eFD325c8344E10159349eA1","Polymarket: Sharky6999","ERC-1155","","1333"
