Transaction Hash,Status,Method,BlockNo,DateTime (UTC),From,From_Nametag,To,To_Nametag,Amount,Value (USD),Token
"0xbd624de519723817f3a0339cc3188532f6ea6b3073d60ab59135c0e8138f6441","Success","Trade","84957775","2026-04-01 09:26:27","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","11.61837","$11.62","USD Coin (PoS)(USDC.e)"
"0x60a9b4c5fbc6be807152e9808da1903ce269abc3600615c5e5b2a176e77b52ad","Success","Trade","84957774","2026-04-01 09:26:25","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","5.80419","$5.80","USD Coin (PoS)(USDC.e)"
"0xf532454bc2be00d051b8847ad09238f1cd31a16d7e60c081cefd9eee54cbf181","Success","Trade","84957770","2026-04-01 09:26:17","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","3.63636","$3.64","USD Coin (PoS)(USDC.e)"
"0xf78b387a6e86b80cd9ca278920c38e5197901dc945b52eb40090959bae0a71c7","Success","Trade","84957767","2026-04-01 09:26:11","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","3.38661","$3.39","USD Coin (PoS)(USDC.e)"
"0x4cb300f001f306426298aac9e55e679d3208e46a45bdd05af797b7ff3b3f6628","Success","Trade","84957765","2026-04-01 09:26:07","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","6.12387","$6.12","USD Coin (PoS)(USDC.e)"
"0x9acf332961f83389f153d884715d152b9f31e134eedfdc5f7b832a8dfb11502b","Success","Trade","84957762","2026-04-01 09:26:01","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","54.06588","$54.07","USD Coin (PoS)(USDC.e)"
"0x9c60175b83dc2356750b7230b22e2dd401a632d030fc4e09085cbf60cb3982dc","Success","Trade","84957759","2026-04-01 09:25:55","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","2.34765","$2.35","USD Coin (PoS)(USDC.e)"
"0xe83e0b329bec6fbbd45c41e3ea4b8906196af324711bc146d0dc85fd750bbb6e","Success","Trade","84957757","2026-04-01 09:25:51","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","4.97502","$4.98","USD Coin (PoS)(USDC.e)"
"0xce53c321950d2d126e9772a5ae8bdd9b3045fa4d0535d5a5e4a6df84466e0f29","Success","Trade","84957756","2026-04-01 09:25:49","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","369.83979","$369.84","USD Coin (PoS)(USDC.e)"
"0x611a097bc3675765dcb48868257a7c6d12217a9bf46c53d4074ee642433ba792","Success","Trade","84957755","2026-04-01 09:25:47","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","28.971","$28.97","USD Coin (PoS)(USDC.e)"
"0xf59a1443a85b4cdb9f843af6dde84ac8c0e8ebe166177c86b22d4bf590d1ec0a","Success","Trade","84957754","2026-04-01 09:25:45","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","28.971","$28.97","USD Coin (PoS)(USDC.e)"
"0xccc4cd27f64507f868bc7869870afacbad2f43f7d8db4434a9ba374540a5d505","Success","Trade","84957754","2026-04-01 09:25:45","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","12.15783","$12.16","USD Coin (PoS)(USDC.e)"
"0x243c6acb52797833bb6b4f4542e10d93eff5f20da52ca651552c2c0e24afb4f7","Success","Trade","84957754","2026-04-01 09:25:45","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","28.971","$28.97","USD Coin (PoS)(USDC.e)"
"0xda48784c60c21b3a35cf493309fc3dcd606820e07034b50c53e373fec28cf51f","Success","Trade","84957753","2026-04-01 09:25:43","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","1.31868","$1.32","USD Coin (PoS)(USDC.e)"
"0x12d344cb67021e80384f604f509b1e45ea235a2ade18127418ef5f9e375a6151","Success","Trade","84957753","2026-04-01 09:25:43","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","29.96001","$29.96","USD Coin (PoS)(USDC.e)"
"0xb3fc53e29265ac31a71c94fba1a0b7ade815694091c2aa5f849680fbf6d7dfe9","Success","Trade","84957752","2026-04-01 09:25:41","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","0.04995","$0.05","USD Coin (PoS)(USDC.e)"
"0xc8f8abfd55a1f378b33f62feab97afa8fe885cb370197ab0184f1d70e6cfdd09","Success","Trade","84957752","2026-04-01 09:25:41","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","61.35858","$61.36","USD Coin (PoS)(USDC.e)"
"0x1382f114d4ae40cdfdbce3c0f8410c635cb6542c5e222f7cad93fba1627faf39","Success","Trade","84957751","2026-04-01 09:25:39","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","446.19336","$446.19","USD Coin (PoS)(USDC.e)"
"0xd1907ccc41572b34701371c2247b26cb65786c6df6eb09170ab5ecd13e29219f","Success","Trade","84957751","2026-04-01 09:25:39","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","4,995","$4,995.00","USD Coin (PoS)(USDC.e)"
"0x221bd4b05b36a28b021e596ea268807a3cddba16732646cf3c978520c78b366f","Success","Trade","84957749","2026-04-01 09:25:35","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","10.16982","$10.17","USD Coin (PoS)(USDC.e)"
"0x2fc825959bd79aa9c06791aed74afbe3e382554cb4c36e0ee27fd1460dd7e062","Success","Trade","84957749","2026-04-01 09:25:35","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","1.16883","$1.17","USD Coin (PoS)(USDC.e)"
"0x6d1327dc73eeabda21d325ac7c3096a592ee1fa7f59c45c380154f95b693b1e9","Success","Trade","84957748","2026-04-01 09:25:33","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","73.58634","$73.59","USD Coin (PoS)(USDC.e)"
"0x2bf7866c0367efed81e93339462ed0c9a2591c0e1282df5958cd3354e29958d4","Success","Trade","84957748","2026-04-01 09:25:33","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","0.16983","$0.17","USD Coin (PoS)(USDC.e)"
"0x7e511605dbdd77843a1e1323f5272fad383e406c171af0c343e9d0a2d61ec062","Success","Trade","84957748","2026-04-01 09:25:33","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","9.3906","$9.39","USD Coin (PoS)(USDC.e)"
"0x539d9c3ee93d96397858d1074a113b9dabac5c935634cbe871d123fde2b137cd","Success","Trade","84957747","2026-04-01 09:25:31","0x751a2b86cab503496efd325c8344e10159349ea1","Polymarket: Sharky6999","0x4bfb41d5b3570defd03c39a9a4d8de6bd8b8982e","Polymarket: CTF Exchange","61.58835","$61.59","USD Coin (PoS)(USDC.e)"
